1	1	2	1	1	1	1	1	19	1	1	14	4	25	10	3	1	27	3	5	31	1	1	1	1	1	
1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	85	1	1	15	1	1	13	1	1	1	3	1	7	1	1	1	1	1	
1	1	1	1	1	1	1	1	7	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	
1	1	4	5	1	1	1	1	60	1	1	21	6	16	11	2	1	29	5	1	85	1	1	1	2	1	
1	1	1	1	1	1	1	1	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
4	1	1	1	2	1	1	1	1	1	1	1	1	15	1	1	1	3	1	1	3	1	1	1	1	1	
12	1	1	1	15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	
15	8	31	3	66	1	3	1	1	1	1	9	1	5	11	1	1	13	42	35	1	6	1	1	1	3	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
11	1	1	12	20	1	1	1	4	1	1	1	1	1	1	3	1	1	1	1	3	9	1	1	7	1	
9	1	1	1	20	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	4	1	1	1	1	1	
15	1	6	2	12	1	8	1	1	1	1	1	3	1	1	1	1	1	6	4	1	1	1	1	1	1	
5	1	2	1	4	1	1	1	5	1	1	1	1	5	1	1	1	11	1	1	1	1	7	1	1	1	
17	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	5	3	6	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
12	1	1	1	24	1	3	1	14	1	2	2	1	7	30	1	1	1	1	2	10	1	1	1	2	1	
4	1	1	1	9	1	1	5	15	1	1	5	2	1	1	22	1	1	1	1	3	1	1	1	16	1	
4	1	3	1	4	1	1	21	49	1	1	4	1	1	3	1	1	5	1	1	11	1	2	1	1	1	
22	1	5	1	1	1	2	1	2	1	1	2	1	1	20	2	1	11	11	2	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	2	1	1	1	1	1	1	1	1	3	1	1	1	2	1	1	10	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
