1913489177	15386005538	31993660134	23202347740	1267738358	5971635350	18418672749	2649442627	20090957077	862401373	6438563979	64032793037	22902383711	105422467512	969588635	15049927877	882410135	68756067210	43550945165	80609883139	8610622447	12702579090	4177879274	1830526601	16749015766	1919288786	
13622702607	1170784338	851766051	467149365	27212687351	218548224	168267558	320626864	8714189475	1355781515	70233089	14155655885	1060633477	353904700	14280375980	443158074	27287934	7470955906	4406092091	810975838	11550713430	152346227	197562503	64498535	9859174066	57979840	
35964886206	460498864	5922990413	1555353527	37978263270	503867826	380593440	34170408619	15114311349	97724802	13780629739	11632840915	789252854	661266058	52490369344	943130273	246622061	9927779823	4078415715	28898718663	9565348552	364293955	314285016	70060659	4025081908	141710058	
23279747379	6154952809	4458726250	6513992572	46344292825	3715422721	2821158761	2800725402	33302437545	819560690	500625217	3577701820	4111096663	2569370944	17706639517	3534926059	226027310	7792756412	14113090545	10976756096	10242237496	3577037604	3860562254	128002023	3212165655	88576018	
55939058323	12666048968	39836916955	57514469508	27451934708	14743755990	11512774220	5682274341	16135583953	1155599707	2534125107	37931534499	29776626954	77314896004	14770877724	19436550393	3453509796	119214789533	97326307798	42812689527	4861907859	14977965012	20003014022	13356752941	8418908993	572494203	
11428633961	743537251	1841861062	897530021	13440050156	8927389303	650480543	949061474	19753676090	207854544	148461915	4335648043	1242973272	605786093	32748744509	1417227743	59735805	14439772192	2218585525	13171357353	6162102012	260726492	839573399	94629102	1724190100	36509757	
14191497542	1366578321	1927221855	1162739419	28502237355	1522326436	1992235463	12038664661	12005990636	158380167	238985937	4011563990	1480461977	4692319436	11021593048	1616306418	69240897	12028253431	5910027525	5752080734	5967924547	241097967	1174624262	56198278	2323709882	105114918	
41206270659	1037322379	1611390370	1040932622	106498528786	943913834	437064808	780236030	34041908708	189902193	202305693	1416667280	1825937267	2670439822	33037260281	1493976373	217009782	4812087922	2518213365	10529516272	3823520600	268620105	1106455831	49621720	2609376360	150561714	
19042814662	5903154131	45663138305	17905542743	24933647247	10654256107	16254923119	828926953	1153899993	413267980	3004540659	30603240902	15472128922	134812613554	45866820943	8282654910	714359764	17041448765	56531345460	60786494374	1065701405	15535972775	937945354	1448111540	121243061	3432225830	
4192981909	62340028	107858822	72160777	3747477349	37277622	28530574	40926707	483957192	36263263	95237627	41748140	75950627	49314888	4529294446	158759746	2858953	137430055	116730486	44567068	4054670856	43025818	34888766	5682177	10880910	8070227	
3410386694	920890175	719563902	444574347	14119208748	858798087	471310827	1062473733	8615590792	197923765	212180979	1241504553	718788756	2428470642	2259439291	704408597	37052361	740459498	6218068120	2071966322	678961264	137367043	604099193	35373414	961304416	34039551	
35279652135	3160411900	4046692044	12631807015	52533619401	3565589819	1387253469	1181528402	45239121467	284682384	1518763585	36610231690	2961674921	1384111140	28357992178	4956631224	111266921	2690464933	13556674443	10910014701	8610377071	1803473089	1550108402	86895575	16052501931	115185658	
40261070734	7720936043	1626785459	874654976	50958591639	978327583	575888276	665327302	19090900236	181720004	156392461	1266359764	7863945051	956700910	21343638917	14257278755	41533036	980047617	8187806253	2714425956	6695170465	242727741	853594935	127278984	4121819744	41663902	
31835157885	3413336523	24737829432	68018862077	48426255131	8729196286	54671896948	2792670858	25359266664	1346516080	5529228890	6853881320	4584364328	7623559267	30618138499	3592621275	331688568	2550646385	32458807204	71720202984	7465786219	3435172018	2850280693	234953096	7149394479	459403891	
8232231588	8520934320	13671886937	14558819018	3398500076	44948393239	9537105190	2835788339	6197247704	1211299844	6337630431	23553044761	38270823174	100461773921	17541371381	19077697278	137285683	85998433585	19821367131	32419391981	52913816186	11763317241	19972624694	1680672450	3224756847	450998032	
24898597250	553313511	1449681886	1487379715	25126480018	750300132	575977478	7561343147	9629601171	75706008	167240984	17001616925	3267674878	411327563	23703275501	9875069347	102094564	31268978905	4936994208	6901392028	7257174438	186219865	465388310	87171181	2064349214	51530668	
117748793	25058796	52341229	28407229	25297860	42521152	15295164	29313112	99281600	6944827	8123073	207584203	34592319	28847084	25047812	35805858	16554628	82307906	135719258	92435217	8281405449	15697108	38662144	7684606	6901470	4293975	
46135420707	3838019263	14278737404	14380342944	108669181717	4407369994	6774701154	2300596181	48154583840	467618387	7673324341	6736958349	13536350081	11557521313	46608666502	5964174774	276576452	8457557665	31498209240	31174956946	8479995978	7048825612	3123939253	177324040	16071337298	271040922	
31138171773	5554765729	16886526539	4313766677	58165976437	6792861643	2246645063	21322806441	41483080358	678346544	3854517035	5977618166	7051919359	4581713888	31467005438	17010851034	750514602	4378996072	31081241798	78728300226	18318104818	1317445135	7312275570	243932875	4676593607	182604914	
42344542093	3716332695	7358005916	3231292348	80948650956	3611139685	1671158263	133210262170	79834588969	536726231	592138618	6510937489	5594198669	2772908209	68548751664	4481584579	172016016	26996514264	29972404314	19222971337	15817162046	1368545035	8118316093	384005616	15214168398	399047698	
8227068864	6765681016	10702575520	6346747965	8457625777	1416534510	5736801207	524903236	6967198562	145269456	1372734372	15752059735	10007053570	22987447404	911010799	9388602522	59614067	35957660877	30677125454	22499209523	170247936	409837804	731912653	605592840	1633379480	294900207	
10061548421	159300324	267332451	948786360	42386634729	70032606	159448024	136916226	23140348141	15424672	21599286	138973795	127476300	116774291	3540351272	160573271	8637649	217059171	517563727	189305399	191219786	69205951	116491832	47815439	224764337	7573361	
16616645822	541505398	739335953	598852489	18727322433	511762732	230184684	12042164275	21486195066	266620064	162689468	994356456	715128430	4496647198	11770868120	812895043	27284705	2042709489	6152300106	1807415715	285828898	149685312	1962296312	114261838	893249955	101939100	
1718498310	306237503	1625728079	209666964	1553965388	339528185	135146866	319250039	1830392546	30189609	38953406	214535838	500340477	135354237	460487734	3378298285	20714339	211474506	408373665	3628673601	407474891	153643160	154494871	554737300	372725127	23383121	
6723589408	2791607728	4065809966	2357064378	7000720946	2308211635	1197449390	1678109748	4088737647	546404776	377466618	2798711484	3629941896	2367224599	20264440566	4770576225	136052248	3213028237	10570642040	6272652335	849379055	566509018	2650158989	74171966	396710835	202799496	
1550549207	82447517	99863167	101168986	3038306939	45439062	40237172	99349469	1424549625	31370967	37189199	155799204	84167126	59963870	1226090518	60233607	6170496	95348467	123498745	75009362	296673637	25612956	54956316	16061325	202018221	406963963	
